,PassengerId,Survived,Name,Age,SibSp,Parch,Ticket,Fare,Cabin_no,Cabin_yes,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Age_scaled,Fare_scaled,TheOld,TheYoung,Child,Mother,Family_size,Cabin
160,161,0,"Cribb, Mr. John Hatfield",44,0,1,371362,16.1,1,0,0,0,1,0,0,1,0,1,1.053653176,-0.32425319,0,1,0,0,1,
161,162,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",40,0,0,C.A. 33595,15.75,1,0,0,0,1,0,1,0,1,0,0.760011958,-0.33130033,0,1,0,0,0,
162,163,0,"Bengtsson, Mr. John Viktor",26,0,0,347068,7.775,1,0,0,0,1,0,0,1,0,1,-0.267732305,-0.491874461,0,1,0,0,0,
163,164,0,"Calic, Mr. Jovo",17,0,0,315093,8.6625,1,0,0,0,1,0,0,1,0,1,-0.928425046,-0.474004926,0,1,0,0,0,
164,165,0,"Panula, Master. Eino Viljami",1,4,1,3101295,39.6875,1,0,0,0,1,0,0,1,0,1,-2.102989919,0.150673744,0,0,1,0,5,
165,166,1,"Goldsmith, Master. Frank John William ""Frankie""",9,0,2,363291,20.525,1,0,0,0,1,0,0,1,0,1,-1.515707482,-0.235157199,0,0,1,0,2,
166,167,1,"Chibnall, Mrs. (Edith Martha Bowerman)",26.02838214,0,1,113505,55,0,1,0,0,1,1,0,0,1,0,-0.265648764,0.458986142,0,1,0,0,1,E33
167,168,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",45,1,4,347088,27.9,1,0,0,0,1,0,0,1,1,0,1.127063481,-0.086663881,0,1,0,1,5,
168,169,0,"Baumann, Mr. John D",49.5612756,0,0,PC 17318,25.925,1,0,0,0,1,1,0,0,0,1,1.461908111,-0.126429888,0,1,0,0,0,
169,170,0,"Ling, Mr. Lee",28,0,0,1601,56.4958,1,0,0,0,1,0,0,1,0,1,-0.120911696,0.489103607,0,1,0,0,0,
170,171,0,"Van der hoef, Mr. Wyckoff",61,0,0,111240,33.5,0,1,0,0,1,1,0,0,0,1,2.301628353,0.026090367,1,0,0,0,0,B19
171,172,0,"Rice, Master. Arthur",4,4,1,382652,29.125,1,0,0,1,0,0,0,1,0,1,-1.882759005,-0.061998889,0,0,1,0,5,
172,173,1,"Johnson, Miss. Eleanor Ileen",1,1,1,347742,11.1333,1,0,0,0,1,0,0,1,1,0,-2.102989919,-0.424256141,0,0,1,0,2,
173,174,0,"Sivola, Mr. Antti Wilhelm",21,0,0,STON/O 2. 3101280,7.925,1,0,0,0,1,0,0,1,0,1,-0.634783828,-0.488854258,0,1,0,0,0,
174,175,0,"Smith, Mr. James Clinch",56,0,0,17764,30.6958,0,1,1,0,0,1,0,0,0,1,1.93457683,-0.030371323,1,0,0,0,0,A7
175,176,0,"Klasen, Mr. Klas Albin",18,1,1,350404,7.8542,1,0,0,0,1,0,0,1,0,1,-0.855014742,-0.490279793,0,1,0,0,2,
176,177,0,"Lefebre, Master. Henry Forbes",7.309547042,3,1,4133,25.4667,1,0,0,0,1,0,0,1,0,1,-1.639804149,-0.135657615,0,0,1,0,4,
177,178,0,"Isham, Miss. Ann Elizabeth",50,0,0,PC 17595,28.7125,0,1,1,0,0,1,0,0,1,0,1.494115003,-0.070304448,1,0,0,0,0,C49
178,179,0,"Hale, Mr. Reginald",30,0,0,250653,13,1,0,0,0,1,0,1,0,0,1,0.025908913,-0.38667072,0,1,0,0,0,
179,180,0,"Leonard, Mr. Lionel",36,0,0,LINE,0,1,0,0,0,1,0,0,1,0,1,0.46637074,-0.648421654,0,1,0,0,0,
180,181,0,"Sage, Miss. Constance Gladys",10.86986696,8,2,CA. 2343,69.55,1,0,0,0,1,0,0,1,1,0,-1.37843998,0.75194584,0,0,1,0,10,
181,182,0,"Pernot, Mr. Rene",31.71894048,0,0,SC/PARIS 2131,15.05,1,0,1,0,0,0,1,0,0,1,0.152096856,-0.345394611,0,1,0,0,0,
182,183,0,"Asplund, Master. Clarence Gustaf Hugo",9,4,2,347077,31.3875,1,0,0,0,1,0,0,1,0,1,-1.515707482,-0.016444159,0,0,1,0,6,
183,184,1,"Becker, Master. Richard F",1,2,1,230136,39,0,1,0,0,1,0,1,0,0,1,-2.102989919,0.136831147,0,0,1,0,3,F4
184,185,1,"Kink-Heilmann, Miss. Luise Gretchen",4,0,2,315153,22.025,1,0,0,0,1,0,0,1,1,0,-1.882759005,-0.204955168,0,0,1,0,2,
185,186,0,"Rood, Mr. Hugh Roscoe",46.24976824,0,0,113767,50,0,1,0,0,1,1,0,0,0,1,1.218809347,0.358312706,0,1,0,0,0,A32
186,187,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",33.12898535,1,0,370365,15.5,1,0,0,1,0,0,0,1,1,0,0.25560868,-0.336334002,0,1,0,0,1,
187,188,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",45,0,0,111428,26.55,1,0,0,0,1,1,0,0,0,1,1.127063481,-0.113845709,0,1,0,0,0,
188,189,0,"Bourke, Mr. John",40,1,1,364849,15.5,1,0,0,1,0,0,0,1,0,1,0.760011958,-0.336334002,0,1,0,0,2,
189,190,0,"Turcin, Mr. Stjepan",36,0,0,349247,7.8958,1,0,0,0,1,0,0,1,0,1,0.46637074,-0.48944219,0,1,0,0,0,
190,191,1,"Pinsky, Mrs. (Rosa)",32,0,0,234604,13,1,0,0,0,1,0,1,0,1,0,0.172729522,-0.38667072,0,1,0,0,0,
191,192,0,"Carbines, Mr. William",19,0,0,28424,13,1,0,0,0,1,0,1,0,0,1,-0.781604437,-0.38667072,0,1,0,0,0,
192,193,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",19,1,0,350046,7.8542,1,0,0,0,1,0,0,1,1,0,-0.781604437,-0.490279793,0,1,0,0,1,
193,194,1,"Navratil, Master. Michel M",3,1,1,230080,26,0,1,0,0,1,0,1,0,0,1,-1.95616931,-0.124919787,0,0,1,0,2,F2
194,195,1,"Brown, Mrs. James Joseph (Margaret Tobin)",44,0,0,PC 17610,27.7208,0,1,1,0,0,1,0,0,1,0,1.053653176,-0.090272017,0,1,0,0,0,B4
195,196,1,"Lurette, Miss. Elise",58,0,0,PC 17569,146.5208,0,1,1,0,0,1,0,0,1,0,2.081397439,2.301728821,1,0,0,0,0,B80
196,197,0,"Mernagh, Mr. Robert",35.2958243,0,0,368703,7.75,1,0,0,1,0,0,0,1,0,1,0.414676987,-0.492377828,0,1,0,0,0,
197,198,0,"Olsen, Mr. Karl Siegwart Andreas",42,0,1,4579,8.4042,1,0,0,0,1,0,0,1,0,1,0.906832567,-0.479205715,0,1,0,0,1,
198,199,1,"Madigan, Miss. Margaret ""Maggie""",35.2958243,0,0,370370,7.75,1,0,0,1,0,0,0,1,1,0,0.414676987,-0.492377828,0,1,0,0,0,
199,200,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",24,0,0,248747,13,1,0,0,0,1,0,1,0,1,0,-0.414552915,-0.38667072,0,1,0,0,0,
200,201,0,"Vande Walle, Mr. Nestor Cyriel",28,0,0,345770,9.5,1,0,0,0,1,0,0,1,0,1,-0.120911696,-0.457142125,0,1,0,0,0,
201,202,0,"Sage, Mr. Frederick",10.86986696,8,2,CA. 2343,69.55,1,0,0,0,1,0,0,1,0,1,-1.37843998,0.75194584,0,0,1,0,10,
202,203,0,"Johanson, Mr. Jakob Alfred",34,0,0,3101264,6.4958,1,0,0,0,1,0,0,1,0,1,0.319550131,-0.517630753,0,1,0,0,0,
203,204,0,"Youseff, Mr. Gerious",45.5,0,0,2628,7.225,1,0,1,0,0,0,0,1,0,1,1.163768633,-0.502948539,0,1,0,0,0,
204,205,1,"Cohen, Mr. Gurshon ""Gus""",18,0,0,A/5 3540,8.05,1,0,0,0,1,0,0,1,0,1,-0.855014742,-0.486337422,0,1,0,0,0,
205,206,0,"Strom, Miss. Telma Matilda",2,0,1,347054,10.4625,0,1,0,0,1,0,0,1,1,0,-2.029579614,-0.437762489,0,0,1,0,1,G6
206,207,0,"Backstrom, Mr. Karl Alfred",32,1,0,3101278,15.85,1,0,0,0,1,0,0,1,0,1,0.172729522,-0.329286862,0,1,0,0,1,
207,208,1,"Albimona, Mr. Nassef Cassem",26,0,0,2699,18.7875,1,0,1,0,0,0,0,1,0,1,-0.267732305,-0.270141218,0,1,0,0,0,
208,209,1,"Carr, Miss. Helen ""Ellen""",16,0,0,367231,7.75,1,0,0,1,0,0,0,1,1,0,-1.001835351,-0.492377828,0,1,0,0,0,
209,210,1,"Blank, Mr. Henry",40,0,0,112277,31,0,1,1,0,0,1,0,0,0,1,0.760011958,-0.024246351,0,1,0,0,0,A31
210,211,0,"Ali, Mr. Ahmed",24,0,0,SOTON/O.Q. 3101311,7.05,1,0,0,0,1,0,0,1,0,1,-0.414552915,-0.506472109,0,1,0,0,0,
211,212,1,"Cameron, Miss. Clear Annie",35,0,0,F.C.C. 13528,21,1,0,0,0,1,0,1,0,1,0,0.392960435,-0.225593223,0,1,0,0,0,
212,213,0,"Perkin, Mr. John Henry",22,0,0,A/5 21174,7.25,1,0,0,0,1,0,0,1,0,1,-0.561373524,-0.502445171,0,1,0,0,0,
213,214,0,"Givard, Mr. Hans Kristensen",30,0,0,250646,13,1,0,0,0,1,0,1,0,0,1,0.025908913,-0.38667072,0,1,0,0,0,
214,215,0,"Kiernan, Mr. Philip",31.09342985,1,0,367229,7.75,1,0,0,1,0,0,0,1,0,1,0.106177931,-0.492377828,0,1,0,0,1,
215,216,1,"Newell, Miss. Madeleine",31,1,0,35273,113.275,0,1,1,0,0,1,0,0,1,0,0.099319217,1.632335038,0,1,0,0,1,D36
216,217,1,"Honkanen, Miss. Eliina",27,0,0,STON/O2. 3101283,7.925,1,0,0,0,1,0,0,1,1,0,-0.194322001,-0.488854258,0,1,0,0,0,
217,218,0,"Jacobsohn, Mr. Sidney Samuel",42,1,0,243847,27,1,0,0,0,1,0,1,0,0,1,0.906832567,-0.1047851,0,1,0,0,1,
218,219,1,"Bazzani, Miss. Albina",32,0,0,11813,76.2917,0,1,1,0,0,1,0,0,1,0,0.172729522,0.887687861,0,1,0,0,0,D15
219,220,0,"Harris, Mr. Walter",30,0,0,W/C 14208,10.5,1,0,0,0,1,0,1,0,0,1,0.025908913,-0.437007438,0,1,0,0,0,
220,221,1,"Sunderland, Mr. Victor Francis",16,0,0,SOTON/OQ 392089,8.05,1,0,0,0,1,0,0,1,0,1,-1.001835351,-0.486337422,0,1,0,0,0,
221,222,0,"Bracken, Mr. James H",27,0,0,220367,13,1,0,0,0,1,0,1,0,0,1,-0.194322001,-0.38667072,0,1,0,0,0,
222,223,0,"Green, Mr. George Henry",51,0,0,21440,8.05,1,0,0,0,1,0,0,1,0,1,1.567525308,-0.486337422,1,0,0,0,0,
223,224,0,"Nenkoff, Mr. Christo",27.94720616,0,0,349234,7.8958,1,0,0,0,1,0,0,1,0,1,-0.124787308,-0.48944219,0,1,0,0,0,
224,225,1,"Hoyt, Mr. Frederick Maxfield",38,1,0,19943,90,0,1,0,0,1,1,0,0,0,1,0.613191349,1.163700193,0,1,0,0,1,C93
225,226,0,"Berglund, Mr. Karl Ivar Sven",22,0,0,PP 4348,9.35,1,0,0,0,1,0,0,1,0,1,-0.561373524,-0.460162328,0,1,0,0,0,
226,227,1,"Mellors, Mr. William John",19,0,0,SW/PP 751,10.5,1,0,0,0,1,0,1,0,0,1,-0.781604437,-0.437007438,0,1,0,0,0,
227,228,0,"Lovell, Mr. John Hall (""Henry"")",20.5,0,0,A/5 21173,7.25,1,0,0,0,1,0,0,1,0,1,-0.67148898,-0.502445171,0,1,0,0,0,
228,229,0,"Fahlstrom, Mr. Arne Jonas",18,0,0,236171,13,1,0,0,0,1,0,1,0,0,1,-0.855014742,-0.38667072,0,1,0,0,0,
229,230,0,"Lefebre, Miss. Mathilde",7.309547042,3,1,4133,25.4667,1,0,0,0,1,0,0,1,1,0,-1.639804149,-0.135657615,0,0,1,0,4,
230,231,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35,1,0,36973,83.475,0,1,0,0,1,1,0,0,1,0,0.392960435,1.032321359,0,1,0,0,1,C83
231,232,0,"Larsson, Mr. Bengt Edvin",29,0,0,347067,7.775,1,0,0,0,1,0,0,1,0,1,-0.047501392,-0.491874461,0,1,0,0,0,
232,233,0,"Sjostedt, Mr. Ernst Adolf",59,0,0,237442,13.5,1,0,0,0,1,0,1,0,0,1,2.154807744,-0.376603377,1,0,0,0,0,
233,234,1,"Asplund, Miss. Lillian Gertrud",5,4,2,347077,31.3875,1,0,0,0,1,0,0,1,1,0,-1.809348701,-0.016444159,0,0,1,0,6,
234,235,0,"Leyson, Mr. Robert William Norman",24,0,0,C.A. 29566,10.5,1,0,0,0,1,0,1,0,0,1,-0.414552915,-0.437007438,0,1,0,0,0,
235,236,0,"Harknett, Miss. Alice Phoebe",31.10838452,0,0,W./C. 6609,7.55,1,0,0,0,1,0,0,1,1,0,0.107275758,-0.496404765,0,1,0,0,0,
236,237,0,"Hold, Mr. Stephen",44,1,0,26707,26,1,0,0,0,1,0,1,0,0,1,1.053653176,-0.124919787,0,1,0,0,1,
237,238,1,"Collyer, Miss. Marjorie ""Lottie""",8,0,2,C.A. 31921,26.25,1,0,0,0,1,0,1,0,1,0,-1.589117787,-0.119886115,0,0,1,0,2,
238,239,0,"Pengelly, Mr. Frederick William",19,0,0,28665,10.5,1,0,0,0,1,0,1,0,0,1,-0.781604437,-0.437007438,0,1,0,0,0,
239,240,0,"Hunt, Mr. George Henry",33,0,0,SCO/W 1585,12.275,1,0,0,0,1,0,1,0,0,1,0.246139826,-0.401268368,0,1,0,0,0,
240,241,0,"Zabour, Miss. Thamine",20.80015413,1,0,2665,14.4542,1,0,1,0,0,0,0,1,1,0,-0.649454574,-0.357390858,0,1,0,0,1,
241,242,1,"Murphy, Miss. Katherine ""Kate""",33.12898535,1,0,367230,15.5,1,0,0,1,0,0,0,1,1,0,0.25560868,-0.336334002,0,1,0,0,1,
242,243,0,"Coleridge, Mr. Reginald Charles",29,0,0,W./C. 14263,10.5,1,0,0,0,1,0,1,0,0,1,-0.047501392,-0.437007438,0,1,0,0,0,
243,244,0,"Maenpaa, Mr. Matti Alexanteri",22,0,0,STON/O 2. 3101275,7.125,1,0,0,0,1,0,0,1,0,1,-0.561373524,-0.504962007,0,1,0,0,0,
244,245,0,"Attalah, Mr. Sleiman",30,0,0,2694,7.225,1,0,1,0,0,0,0,1,0,1,0.025908913,-0.502948539,0,1,0,0,0,
245,246,0,"Minahan, Dr. William Edward",44,2,0,19928,90,0,1,0,1,0,1,0,0,0,1,1.053653176,1.163700193,0,1,0,0,2,C78
246,247,0,"Lindahl, Miss. Agda Thorilda Viktoria",25,0,0,347071,7.775,1,0,0,0,1,0,0,1,1,0,-0.34114261,-0.491874461,0,1,0,0,0,
247,248,1,"Hamalainen, Mrs. William (Anna)",24,0,2,250649,14.5,1,0,0,0,1,0,1,0,1,0,-0.414552915,-0.356468689,0,1,0,1,2,
248,249,1,"Beckwith, Mr. Richard Leonard",37,1,1,11751,52.5542,0,1,0,0,1,1,0,0,0,1,0.539781044,0.409740724,0,1,0,0,2,D35
249,250,0,"Carter, Rev. Ernest Courtenay",54,1,0,244252,26,1,0,0,0,1,0,1,0,0,1,1.787756221,-0.124919787,1,0,0,0,1,
250,251,0,"Reed, Mr. James George",29.78279613,0,0,362316,7.25,1,0,0,0,1,0,0,1,0,1,0.00996391,-0.502445171,0,1,0,0,0,
251,252,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29,1,1,347054,10.4625,0,1,0,0,1,0,0,1,1,0,-0.047501392,-0.437762489,0,1,0,0,2,G6
252,253,0,"Stead, Mr. William Thomas",62,0,0,113514,26.55,0,1,0,0,1,1,0,0,0,1,2.375038657,-0.113845709,1,0,0,0,0,C87
253,254,0,"Lobb, Mr. William Arthur",30,1,0,A/5. 3336,16.1,1,0,0,0,1,0,0,1,0,1,0.025908913,-0.32425319,0,1,0,0,1,
254,255,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41,0,2,370129,20.2125,1,0,0,0,1,0,0,1,1,0,0.833422262,-0.241449289,0,1,0,1,2,
255,256,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29,0,2,2650,15.2458,1,0,1,0,0,0,0,1,1,0,-0.047501392,-0.34145224,0,1,0,1,2,
256,257,1,"Thorne, Mrs. Gertrude Maybelle",34.62028571,0,0,PC 17585,79.2,1,0,1,0,0,1,0,0,1,0,0.365085494,0.946245572,0,1,0,0,0,
257,258,1,"Cherry, Miss. Gladys",30,0,0,110152,86.5,0,1,0,0,1,1,0,0,1,0,0.025908913,1.093228788,0,1,0,0,0,B77
258,259,1,"Ward, Miss. Anna",35,0,0,PC 17755,512.3292,1,0,1,0,0,1,0,0,1,0,0.392960435,9.667166525,0,1,0,0,0,
259,260,1,"Parrish, Mrs. (Lutie Davis)",50,0,1,230433,26,1,0,0,0,1,0,1,0,1,0,1.494115003,-0.124919787,1,0,0,0,1,
260,261,0,"Smith, Mr. Thomas",35.2958243,0,0,384461,7.75,1,0,0,1,0,0,0,1,0,1,0.414676987,-0.492377828,0,1,0,0,0,
261,262,1,"Asplund, Master. Edvin Rojj Felix",3,4,2,347077,31.3875,1,0,0,0,1,0,0,1,0,1,-1.95616931,-0.016444159,0,0,1,0,6,
262,263,0,"Taussig, Mr. Emil",52,1,1,110413,79.65,0,1,0,0,1,1,0,0,0,1,1.640935612,0.955306181,1,0,0,0,2,E67
263,264,0,"Harrison, Mr. William",40,0,0,112059,0,0,1,0,0,1,1,0,0,0,1,0.760011958,-0.648421654,0,1,0,0,0,B94
264,265,0,"Henry, Miss. Delia",35.2958243,0,0,382649,7.75,1,0,0,1,0,0,0,1,1,0,0.414676987,-0.492377828,0,1,0,0,0,
265,266,0,"Reeves, Mr. David",36,0,0,C.A. 17248,10.5,1,0,0,0,1,0,1,0,0,1,0.46637074,-0.437007438,0,1,0,0,0,
266,267,0,"Panula, Mr. Ernesti Arvid",16,4,1,3101295,39.6875,1,0,0,0,1,0,0,1,0,1,-1.001835351,0.150673744,0,1,0,0,5,
267,268,1,"Persson, Mr. Ernst Ulrik",25,1,0,347083,7.775,1,0,0,0,1,0,0,1,0,1,-0.34114261,-0.491874461,0,1,0,0,1,
268,269,1,"Graham, Mrs. William Thompson (Edith Junkins)",58,0,1,PC 17582,153.4625,0,1,0,0,1,1,0,0,1,0,2.081397439,2.441497779,1,0,0,0,1,C125
269,270,1,"Bissette, Miss. Amelia",35,0,0,PC 17760,135.6333,0,1,0,0,1,1,0,0,1,0,0.392960435,2.082512414,0,1,0,0,0,C99
270,271,0,"Cairns, Mr. Alexander",36.87489821,0,0,113798,31,1,0,0,0,1,1,0,0,0,1,0.530597284,-0.024246351,0,1,0,0,0,
271,272,1,"Tornquist, Mr. William Henry",25,0,0,LINE,0,1,0,0,0,1,0,0,1,0,1,-0.34114261,-0.648421654,0,1,0,0,0,
272,273,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41,0,1,250644,19.5,1,0,0,0,1,0,1,0,1,0,0.833422262,-0.255795253,0,1,0,0,1,
273,274,0,"Natsch, Mr. Charles H",37,0,1,PC 17596,29.7,0,1,1,0,0,1,0,0,0,1,0.539781044,-0.050421444,0,1,0,0,1,C118
274,275,1,"Healy, Miss. Hanora ""Nora""",35.2958243,0,0,370375,7.75,1,0,0,1,0,0,0,1,1,0,0.414676987,-0.492377828,0,1,0,0,0,
275,276,1,"Andrews, Miss. Kornelia Theodosia",63,1,0,13502,77.9583,0,1,0,0,1,1,0,0,1,0,2.448448962,0.921244331,1,0,0,0,1,D7
276,277,0,"Lindblom, Miss. Augusta Charlotta",45,0,0,347073,7.75,1,0,0,0,1,0,0,1,1,0,1.127063481,-0.492377828,0,1,0,0,0,
277,278,0,"Parkes, Mr. Francis ""Frank""",35.0479118,0,0,239853,0,1,0,0,0,1,0,1,0,0,1,0.396477655,-0.648421654,0,1,0,0,0,
278,279,0,"Rice, Master. Eric",7,4,1,382652,29.125,1,0,0,1,0,0,0,1,0,1,-1.662528092,-0.061998889,0,0,1,0,5,
279,280,1,"Abbott, Mrs. Stanton (Rosa Hunt)",35,1,1,C.A. 2673,20.25,1,0,0,0,1,0,0,1,1,0,0.392960435,-0.240694238,0,1,0,0,2,
280,281,0,"Duane, Mr. Frank",65,0,0,336439,7.75,1,0,0,1,0,0,0,1,0,1,2.595269571,-0.492377828,1,0,0,0,0,
281,282,0,"Olsson, Mr. Nils Johan Goransson",28,0,0,347464,7.8542,1,0,0,0,1,0,0,1,0,1,-0.120911696,-0.490279793,0,1,0,0,0,
282,283,0,"de Pelsmaeker, Mr. Alfons",16,0,0,345778,9.5,1,0,0,0,1,0,0,1,0,1,-1.001835351,-0.457142125,0,1,0,0,0,
283,284,1,"Dorking, Mr. Edward Arthur",19,0,0,A/5. 10482,8.05,1,0,0,0,1,0,0,1,0,1,-0.781604437,-0.486337422,0,1,0,0,0,
284,285,0,"Smith, Mr. Richard William",57.74949226,0,0,113056,26,0,1,0,0,1,1,0,0,0,1,2.06300759,-0.124919787,1,0,0,0,0,A19
285,286,0,"Stankovic, Mr. Ivan",33,0,0,349239,8.6625,1,0,1,0,0,0,0,1,0,1,0.246139826,-0.474004926,0,1,0,0,0,
286,287,1,"de Mulder, Mr. Theodore",30,0,0,345774,9.5,1,0,0,0,1,0,0,1,0,1,0.025908913,-0.457142125,0,1,0,0,0,
287,288,0,"Naidenoff, Mr. Penko",22,0,0,349206,7.8958,1,0,0,0,1,0,0,1,0,1,-0.561373524,-0.48944219,0,1,0,0,0,
288,289,1,"Hosono, Mr. Masabumi",42,0,0,237798,13,1,0,0,0,1,0,1,0,0,1,0.906832567,-0.38667072,0,1,0,0,0,
289,290,1,"Connolly, Miss. Kate",22,0,0,370373,7.75,1,0,0,1,0,0,0,1,1,0,-0.561373524,-0.492377828,0,1,0,0,0,
290,291,1,"Barber, Miss. Ellen ""Nellie""",26,0,0,19877,78.85,1,0,0,0,1,1,0,0,1,0,-0.267732305,0.939198431,0,1,0,0,0,
291,292,1,"Bishop, Mrs. Dickinson H (Helen Walton)",19,1,0,11967,91.0792,0,1,1,0,0,1,0,0,1,0,-0.781604437,1.185429548,0,1,0,0,1,B49
292,293,0,"Levy, Mr. Rene Jacques",36,0,0,SC/Paris 2163,12.875,0,1,1,0,0,0,1,0,0,1,0.46637074,-0.389187556,0,1,0,0,0,D
293,294,0,"Haas, Miss. Aloisia",24,0,0,349236,8.85,1,0,0,0,1,0,0,1,1,0,-0.414552915,-0.470229672,0,1,0,0,0,
294,295,0,"Mineff, Mr. Ivan",24,0,0,349233,7.8958,1,0,0,0,1,0,0,1,0,1,-0.414552915,-0.48944219,0,1,0,0,0,
295,296,0,"Lewy, Mr. Ervin G",41.20008848,0,0,PC 17612,27.7208,1,0,1,0,0,1,0,0,0,1,0.848110818,-0.090272017,0,1,0,0,0,
296,297,0,"Hanna, Mr. Mansour",23.5,0,0,2693,7.2292,1,0,1,0,0,0,0,1,0,1,-0.451258067,-0.502863973,0,1,0,0,0,
297,298,0,"Allison, Miss. Helen Loraine",2,1,2,113781,151.55,0,1,0,0,1,1,0,0,1,0,-2.029579614,2.40299019,0,0,1,0,3,C22 C26
298,299,1,"Saalfeld, Mr. Adolphe",41.57487718,0,0,19988,30.5,0,1,0,0,1,1,0,0,0,1,0.875624171,-0.034313694,0,1,0,0,0,C106
299,300,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50,0,1,PC 17558,247.5208,0,1,1,0,0,1,0,0,1,0,1.494115003,4.335332227,1,0,0,0,1,B58 B60
300,301,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",35.2958243,0,0,9234,7.75,1,0,0,1,0,0,0,1,1,0,0.414676987,-0.492377828,0,1,0,0,0,
301,302,1,"McCoy, Mr. Bernard",23.31368333,2,0,367226,23.25,1,0,0,1,0,0,0,1,0,1,-0.46493563,-0.180290176,0,1,0,0,2,
302,303,0,"Johnson, Mr. William Cahoone Jr",19,0,0,LINE,0,1,0,0,0,1,0,0,1,0,1,-0.781604437,-0.648421654,0,1,0,0,0,
303,304,1,"Keane, Miss. Nora A",42.57451554,0,0,226593,12.35,0,1,0,1,0,0,1,0,1,0,0.949007927,-0.399758267,0,1,0,0,0,E101
304,305,0,"Williams, Mr. Howard Hugh ""Harry""",30.70572678,0,0,A/5 2466,8.05,1,0,0,0,1,0,0,1,0,1,0.07771653,-0.486337422,0,1,0,0,0,
305,306,1,"Allison, Master. Hudson Trevor",0.92,1,2,113781,151.55,0,1,0,0,1,1,0,0,0,1,-2.108862743,2.40299019,0,0,1,0,3,C22 C26
306,307,1,"Fleming, Miss. Margaret",28.57888393,0,0,17421,110.8833,1,0,1,0,0,1,0,0,1,0,-0.078415651,1.584178906,0,1,0,0,0,
307,308,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17,1,0,PC 17758,108.9,0,1,1,0,0,1,0,0,1,0,-0.928425046,1.544245781,0,1,0,0,1,C65
308,309,0,"Abelson, Mr. Samuel",30,1,0,P/PP 3381,24,1,0,1,0,0,0,1,0,0,1,0.025908913,-0.165189161,0,1,0,0,1,
309,310,1,"Francatelli, Miss. Laura Mabel",30,0,0,PC 17485,56.9292,0,1,1,0,0,1,0,0,1,0,0.025908913,0.49782998,0,1,0,0,0,E36
310,311,1,"Hays, Miss. Margaret Bechstein",24,0,0,11767,83.1583,0,1,1,0,0,1,0,0,1,0,-0.414552915,1.025944704,0,1,0,0,0,C54
311,312,1,"Ryerson, Miss. Emily Borie",18,2,2,PC 17608,262.375,0,1,1,0,0,1,0,0,1,0,-0.855014742,4.634416897,0,1,0,0,4,B57 B59 B63 B66
312,313,0,"Lahtinen, Mrs. William (Anna Sylfven)",26,1,1,250651,26,1,0,0,0,1,0,1,0,1,0,-0.267732305,-0.124919787,0,1,0,0,2,
313,314,0,"Hendekovic, Mr. Ignjac",28,0,0,349243,7.8958,1,0,0,0,1,0,0,1,0,1,-0.120911696,-0.48944219,0,1,0,0,0,
314,315,0,"Hart, Mr. Benjamin",43,1,1,F.C.C. 13529,26.25,1,0,0,0,1,0,1,0,0,1,0.980242871,-0.119886115,0,1,0,0,2,
315,316,1,"Nilsson, Miss. Helmina Josefina",26,0,0,347470,7.8542,1,0,0,0,1,0,0,1,1,0,-0.267732305,-0.490279793,0,1,0,0,0,
316,317,1,"Kantor, Mrs. Sinai (Miriam Sternin)",24,1,0,244367,26,1,0,0,0,1,0,1,0,1,0,-0.414552915,-0.124919787,0,1,0,0,1,
317,318,0,"Moraweck, Dr. Ernest",54,0,0,29011,14,1,0,0,0,1,0,1,0,0,1,1.787756221,-0.366536033,1,0,0,0,0,
318,319,1,"Wick, Miss. Mary Natalie",31,0,2,36928,164.8667,0,1,0,0,1,1,0,0,1,0,0.099319217,2.671117778,0,1,0,0,2,C7
319,320,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40,1,1,16966,134.5,0,1,1,0,0,1,0,0,1,0,0.760011958,2.059693773,0,1,0,0,2,E34
320,321,0,"Dennis, Mr. Samuel",22,0,0,A/5 21172,7.25,1,0,0,0,1,0,0,1,0,1,-0.561373524,-0.502445171,0,1,0,0,0,
321,322,0,"Danoff, Mr. Yoto",27,0,0,349219,7.8958,1,0,0,0,1,0,0,1,0,1,-0.194322001,-0.48944219,0,1,0,0,0,
322,323,1,"Slayter, Miss. Hilda Mary",30,0,0,234818,12.35,1,0,0,1,0,0,1,0,1,0,0.025908913,-0.399758267,0,1,0,0,0,
